combo,weight,ev
QdTd9s8d,1,0.02
QdTd9h8d,1,0.02
QcTc9s8c,1,0.02
QcTc9h8c,1,0.02
QcTc9d8c,1,0.02
QsTs9h8h,1,0.61
QsTs9d8d,1,0.61
QsTs9c8c,1,0.61
QhTh9d8d,1,0.61
QhTh9c8c,1,0.61
QhTh9s8s,1,0.61
QdTd9c8c,1,0.61
QdTd9s8s,1,0.61
QdTd9h8h,1,0.61
QcTc9s8s,1,0.61
QcTc9h8h,1,0.61
QcTc9d8d,1,0.61
QsTs9h7h,1,0.25
QsTs9d7d,1,0.25
QsTs9c7c,1,0.25
QhTh9d7d,1,0.25
QhTh9c7c,1,0.25
QhTh9s7s,1,0.25
QdTd9c7c,1,0.25
QdTd9s7s,1,0.25
QdTd9h7h,1,0.25
QcTc9s7s,1,0.25
QcTc9h7h,1,0.25
QcTc9d7d,1,0.25
QsTs9h6h,1,0.14
QsTs9d6d,1,0.14
QsTs9c6c,1,0.14
QhTh9d6d,1,0.14
QhTh9c6c,1,0.14
QhTh9s6s,1,0.14
QdTd9c6c,1,0.14
QdTd9s6s,1,0.14
QdTd9h6h,1,0.14
QcTc9s6s,1,0.14
QcTc9h6h,1,0.14
QcTc9d6d,1,0.14
QsTs9h9d,1,0.04
QsTs9h9c,1,0.04
QsTs9d9c,1,0.04
QhTh9d9c,1,0.04
QhTh9s9d,1,0.04
QhTh9s9c,1,0.04
QdTd9h9c,1,0.04
QdTd9s9c,1,0.04
QdTd9s9h,1,0.04
QcTc9s9h,1,0.04
QcTc9s9d,1,0.04
QcTc9h9d,1,0.04
QsTs9h8d,1,0.18
QsTs9h8c,1,0.18
QsTs9d8c,1,0.18
QsTs9d8h,1,0.18
QsTs9c8h,1,0.18
QsTs9c8d,1,0.18
QhTh9d8c,1,0.18
QhTh9d8s,1,0.18
QhTh9c8d,1,0.18
QhTh9c8s,1,0.18
QhTh9s8c,1,0.18
QhTh9s8d,1,0.18
QdTd9c8h,1,0.18
QdTd9c8s,1,0.18
QdTd9s8c,1,0.18
QdTd9s8h,1,0.18
QdTd9h8c,1,0.18
QdTd9h8s,1,0.18
QcTc9s8h,1,0.18
QcTc9s8d,1,0.18
QcTc9h8d,1,0.18
QcTc9h8s,1,0.18
QcTc9d8s,1,0.18
QcTc9d8h,1,0.18
QsTs8h7h,1,0.27
QsTs8d7d,1,0.27
QsTs8c7c,1,0.27
QhTh8d7d,1,0.27
QhTh8c7c,1,0.27
QhTh8s7s,1,0.27
QdTd8c7c,1,0.27
QdTd8s7s,1,0.27
QdTd8h7h,1,0.27
QcTc8s7s,1,0.27
QcTc8h7h,1,0.27
QcTc8d7d,1,0.27
QsTs8h6h,1,0.17
QsTs8d6d,1,0.17
QsTs8c6c,1,0.17
QhTh8d6d,1,0.17
QhTh8c6c,1,0.17
QhTh8s6s,1,0.17
QdTd8c6c,1,0.17
QdTd8s6s,1,0.17
QdTd8h6h,1,0.17
QcTc8s6s,1,0.17
QcTc8h6h,1,0.17
QcTc8d6d,1,0.17
QsTs7h6h,1,0.03
QsTs7d6d,1,0.03
QsTs7c6c,1,0.03
QhTh7d6d,1,0.03
QhTh7c6c,1,0.03
QhTh7s6s,1,0.03
QdTd7c6c,1,0.03
QdTd7s6s,1,0.03
QdTd7h6h,1,0.03
QcTc7s6s,1,0.03
QcTc7h6h,1,0.03
QcTc7d6d,1,0.03
Qs9s9h8h,1,0.16
Qs9s9d8d,1,0.16
Qs9s9c8c,1,0.16
Qh9h9d8d,1,0.16
Qh9h9c8c,1,0.16
Qh9s9h8s,1,0.16
Qd9d9c8c,1,0.16
Qd9s9d8s,1,0.16
Qd9h9d8h,1,0.16
Qc9s9c8s,1,0.16
Qc9h9c8h,1,0.16
Qc9d9c8d,1,0.16
Qs9s8h7h,1,0.18
Qs9s8d7d,1,0.18
Qs9s8c7c,1,0.18
Qh9h8d7d,1,0.18
Qh9h8c7c,1,0.18
Qh9h8s7s,1,0.18
Qd9d8c7c,1,0.18
Qd9d8s7s,1,0.18
Qd9d8h7h,1,0.18
Qc9c8s7s,1,0.18
Qc9c8h7h,1,0.18
Qc9c8d7d,1,0.18
Qs9s8h6h,1,0.11
Qs9s8d6d,1,0.11
Qs9s8c6c,1,0.11
Qh9h8d6d,1,0.11
Qh9h8c6c,1,0.11
Qh9h8s6s,1,0.11
Qd9d8c6c,1,0.11
Qd9d8s6s,1,0.11
Qd9d8h6h,1,0.11
Qc9c8s6s,1,0.11
Qc9c8h6h,1,0.11
Qc9c8d6d,1,0.11
Qs9s7h6h,1,0.04
Qs9s7d6d,1,0.04
Qs9s7c6c,1,0.04
Qh9h7d6d,1,0.04
Qh9h7c6c,1,0.04
Qh9h7s6s,1,0.04
Qd9d7c6c,1,0.04
Qd9d7s6s,1,0.04
Qd9d7h6h,1,0.04
Qc9c7s6s,1,0.04
Qc9c7h6h,1,0.04
Qc9c7d6d,1,0.04
Qs8s8h7h,1,0.02
Qs8s8d7d,1,0.02
Qs8s8c7c,1,0.02
Qh8h8d7d,1,0.02
Qh8h8c7c,1,0.02
Qh8s8h7s,1,0.02
Qd8d8c7c,1,0.02
Qd8s8d7s,1,0.02
Qd8h8d7h,1,0.02
Qc8s8c7s,1,0.02
Qc8h8c7h,1,0.02
Qc8d8c7d,1,0.02
Qs8s7h6h,1,0.12
Qs8s7d6d,1,0.12
Qs8s7c6c,1,0.12
Qh8h7d6d,1,0.12
Qh8h7c6c,1,0.12
Qh8h7s6s,1,0.12
Qd8d7c6c,1,0.12
Qd8d7s6s,1,0.12
Qd8d7h6h,1,0.12
Qc8c7s6s,1,0.12
Qc8c7h6h,1,0.12
Qc8c7d6d,1,0.12
Qs8s6h5h,1,0.06
Qs8s6d5d,1,0.06
Qs8s6c5c,1,0.06
Qh8h6d5d,1,0.06
Qh8h6c5c,1,0.06
Qh8h6s5s,1,0.06
Qd8d6c5c,1,0.06
Qd8d6s5s,1,0.06
Qd8d6h5h,1,0.06
Qc8c6s5s,1,0.06
Qc8c6h5h,1,0.06
Qc8c6d5d,1,0.06
Qs7s6h5h,1,0.09
Qs7s6d5d,1,0.09
Qs7s6c5c,1,0.09
Qh7h6d5d,1,0.09
Qh7h6c5c,1,0.09
Qh7h6s5s,1,0.09
Qd7d6c5c,1,0.09
Qd7d6s5s,1,0.09
Qd7d6h5h,1,0.09
Qc7c6s5s,1,0.09
Qc7c6h5h,1,0.09
Qc7c6d5d,1,0.09
Qs6s5h4h,1,0.1
Qs6s5d4d,1,0.1
Qs6s5c4c,1,0.1
Qh6h5d4d,1,0.1
Qh6h5c4c,1,0.1
Qh6h5s4s,1,0.1
Qd6d5c4c,1,0.1
Qd6d5s4s,1,0.1
Qd6d5h4h,1,0.1
Qc6c5s4s,1,0.1
Qc6c5h4h,1,0.1
Qc6c5d4d,1,0.1
QsQhJsTs,1,0.23
QsQdJsTs,1,0.23
QsQcJsTs,1,0.23
QhQdJhTh,1,0.23
QhQcJhTh,1,0.23
QsQhJhTh,1,0.23
QdQcJdTd,1,0.23
QsQdJdTd,1,0.23
QhQdJdTd,1,0.23
QsQcJcTc,1,0.23
QhQcJcTc,1,0.23
QdQcJcTc,1,0.23
QsQhJs9s,1,0.02
QsQdJs9s,1,0.02
QsQcJs9s,1,0.02
QhQdJh9h,1,0.02
QhQcJh9h,1,0.02
QsQhJh9h,1,0.02
QdQcJd9d,1,0.02
QsQdJd9d,1,0.02
QhQdJd9d,1,0.02
QsQcJc9c,1,0.02
QhQcJc9c,1,0.02
QdQcJc9c,1,0.02
QsQhJsJh,1,1.71
QsQdJsJd,1,1.71
QsQcJsJc,1,1.71
QhQdJhJd,1,1.71
QhQcJhJc,1,1.71
QdQcJdJc,1,1.71
QsQhJsTh,1,0.86
QsQdJsTd,1,0.86
QsQcJsTc,1,0.86
QhQdJhTd,1,0.86
QhQcJhTc,1,0.86
QsQhJhTs,1,0.86
QdQcJdTc,1,0.86
QsQdJdTs,1,0.86
QhQdJdTh,1,0.86
QsQcJcTs,1,0.86
QhQcJcTh,1,0.86
QdQcJcTd,1,0.86
QsQhJs9h,1,0.55
QsQdJs9d,1,0.55
QsQcJs9c,1,0.55
QhQdJh9d,1,0.55
QhQcJh9c,1,0.55
QsQhJh9s,1,0.55
QdQcJd9c,1,0.55
QsQdJd9s,1,0.55
QhQdJd9h,1,0.55
QsQcJc9s,1,0.55
QhQcJc9h,1,0.55
QdQcJc9d,1,0.55
QsQhJs8h,1,0.39
QsQdJs8d,1,0.39
QsQcJs8c,1,0.39
QhQdJh8d,1,0.39
QhQcJh8c,1,0.39
QsQhJh8s,1,0.39
QdQcJd8c,1,0.39
QsQdJd8s,1,0.39
QhQdJd8h,1,0.39
QsQcJc8s,1,0.39
QhQcJc8h,1,0.39
QdQcJc8d,1,0.39
QsQhJs7h,1,0.07
QsQdJs7d,1,0.07
QsQcJs7c,1,0.07
QhQdJh7d,1,0.07
QhQcJh7c,1,0.07
QsQhJh7s,1,0.07
QdQcJd7c,1,0.07
QsQdJd7s,1,0.07
QhQdJd7h,1,0.07
QsQcJc7s,1,0.07
QhQcJc7h,1,0.07
QdQcJc7d,1,0.07
QsQhJs6h,1,0.11
QsQdJs6d,1,0.11
QsQcJs6c,1,0.11
QhQdJh6d,1,0.11
QhQcJh6c,1,0.11
QsQhJh6s,1,0.11
QdQcJd6c,1,0.11
QsQdJd6s,1,0.11
QhQdJd6h,1,0.11
QsQcJc6s,1,0.11
QhQcJc6h,1,0.11
QdQcJc6d,1,0.11
QsQhJs5h,1,0.13
QsQdJs5d,1,0.13
QsQcJs5c,1,0.13
QhQdJh5d,1,0.13
QhQcJh5c,1,0.13
QsQhJh5s,1,0.13
QdQcJd5c,1,0.13
QsQdJd5s,1,0.13
QhQdJd5h,1,0.13
QsQcJc5s,1,0.13
QhQcJc5h,1,0.13
QdQcJc5d,1,0.13
QsQhJs4h,1,0.16
QsQdJs4d,1,0.16
QsQcJs4c,1,0.16
QhQdJh4d,1,0.16
QhQcJh4c,1,0.16
QsQhJh4s,1,0.16
QdQcJd4c,1,0.16
QsQdJd4s,1,0.16
QhQdJd4h,1,0.16
QsQcJc4s,1,0.16
QhQcJc4h,1,0.16
QdQcJc4d,1,0.16
QsQhJs3h,1,0.19
QsQdJs3d,1,0.19
QsQcJs3c,1,0.19
QhQdJh3d,1,0.19
QhQcJh3c,1,0.19
QsQhJh3s,1,0.19
QdQcJd3c,1,0.19
QsQdJd3s,1,0.19
QhQdJd3h,1,0.19
QsQcJc3s,1,0.19
QhQcJc3h,1,0.19
QdQcJc3d,1,0.19
QsQhJs2h,1,0.22
QsQdJs2d,1,0.22
QsQcJs2c,1,0.22
QhQdJh2d,1,0.22
QhQcJh2c,1,0.22
QsQhJh2s,1,0.22
QdQcJd2c,1,0.22
QsQdJd2s,1,0.22
QhQdJd2h,1,0.22
QsQcJc2s,1,0.22
QhQcJc2h,1,0.22
QdQcJc2d,1,0.22
QsQhJsJd,1,1.11
QsQhJsJc,1,1.11
QsQdJsJc,1,1.11
QsQdJsJh,1,1.11
QsQcJsJh,1,1.11
QsQcJsJd,1,1.11
QhQdJhJc,1,1.11
QhQdJsJh,1,1.11
QhQcJhJd,1,1.11
QhQcJsJh,1,1.11
QsQhJhJc,1,1.11
QsQhJhJd,1,1.11
QdQcJhJd,1,1.11
QdQcJsJd,1,1.11
QsQdJdJc,1,1.11
QsQdJhJd,1,1.11
QhQdJdJc,1,1.11
QhQdJsJd,1,1.11
QsQcJhJc,1,1.11
QsQcJdJc,1,1.11
QhQcJdJc,1,1.11
QhQcJsJc,1,1.11
QdQcJsJc,1,1.11
QdQcJhJc,1,1.11
QsQhJsTd,1,0.36
QsQhJsTc,1,0.36
QsQdJsTc,1,0.36
QsQdJsTh,1,0.36
QsQcJsTh,1,0.36
QsQcJsTd,1,0.36
QhQdJhTc,1,0.36
QhQdJhTs,1,0.36
QhQcJhTd,1,0.36
QhQcJhTs,1,0.36
QsQhJhTc,1,0.36
QsQhJhTd,1,0.36
QdQcJdTh,1,0.36
QdQcJdTs,1,0.36
QsQdJdTc,1,0.36
QsQdJdTh,1,0.36
QhQdJdTc,1,0.36
QhQdJdTs,1,0.36
QsQcJcTh,1,0.36
QsQcJcTd,1,0.36
QhQcJcTd,1,0.36
QhQcJcTs,1,0.36
QdQcJcTs,1,0.36
QdQcJcTh,1,0.36
QsQhJs9d,1,0.1
QsQhJs9c,1,0.1
QsQdJs9c,1,0.1
QsQdJs9h,1,0.1
QsQcJs9h,1,0.1
QsQcJs9d,1,0.1
QhQdJh9c,1,0.1
QhQdJh9s,1,0.1
QhQcJh9d,1,0.1
QhQcJh9s,1,0.1
QsQhJh9c,1,0.1
QsQhJh9d,1,0.1
QdQcJd9h,1,0.1
QdQcJd9s,1,0.1
QsQdJd9c,1,0.1
QsQdJd9h,1,0.1
QhQdJd9c,1,0.1
QhQdJd9s,1,0.1
QsQcJc9h,1,0.1
QsQcJc9d,1,0.1
QhQcJc9d,1,0.1
QhQcJc9s,1,0.1
QdQcJc9s,1,0.1
QdQcJc9h,1,0.1
QsQhJs8d,1,0.02
QsQhJs8c,1,0.02
QsQdJs8c,1,0.02
QsQdJs8h,1,0.02
QsQcJs8h,1,0.02
QsQcJs8d,1,0.02
QhQdJh8c,1,0.02
QhQdJh8s,1,0.02
QhQcJh8d,1,0.02
QhQcJh8s,1,0.02
QsQhJh8c,1,0.02
QsQhJh8d,1,0.02
QdQcJd8h,1,0.02
QdQcJd8s,1,0.02
QsQdJd8c,1,0.02
QsQdJd8h,1,0.02
QhQdJd8c,1,0.02
QhQdJd8s,1,0.02
QsQcJc8h,1,0.02
QsQcJc8d,1,0.02
QhQcJc8d,1,0.02
QhQcJc8s,1,0.02
QdQcJc8s,1,0.02
QdQcJc8h,1,0.02
QsQhTs9s,1,0.13
QsQdTs9s,1,0.13
QsQcTs9s,1,0.13
QhQdTh9h,1,0.13
QhQcTh9h,1,0.13
QsQhTh9h,1,0.13
QdQcTd9d,1,0.13
QsQdTd9d,1,0.13
QhQdTd9d,1,0.13
QsQcTc9c,1,0.13
QhQcTc9c,1,0.13
QdQcTc9c,1,0.13
QsQhTs8s,1,0.04
QsQdTs8s,1,0.04
QsQcTs8s,1,0.04
QhQdTh8h,1,0.04
QhQcTh8h,1,0.04
QsQhTh8h,1,0.04
QdQcTd8d,1,0.04
QsQdTd8d,1,0.04
QhQdTd8d,1,0.04
QsQcTc8c,1,0.04
QhQcTc8c,1,0.04
QdQcTc8c,1,0.04
QsQhTsTh,1,1.57
QsQdTsTd,1,1.57
QsQcTsTc,1,1.57
QhQdThTd,1,1.57
QhQcThTc,1,1.57
QdQcTdTc,1,1.57
QsQhTs9h,1,0.75
QsQdTs9d,1,0.75
QsQcTs9c,1,0.75
QhQdTh9d,1,0.75
QhQcTh9c,1,0.75
QsQhTh9s,1,0.75
QdQcTd9c,1,0.75
QsQdTd9s,1,0.75
QhQdTd9h,1,0.75
QsQcTc9s,1,0.75
QhQcTc9h,1,0.75
QdQcTc9d,1,0.75
QsQhTs8h,1,0.56
QsQdTs8d,1,0.56
QsQcTs8c,1,0.56
QhQdTh8d,1,0.56
QhQcTh8c,1,0.56
QsQhTh8s,1,0.56
QdQcTd8c,1,0.56
QsQdTd8s,1,0.56
QhQdTd8h,1,0.56
QsQcTc8s,1,0.56
QhQcTc8h,1,0.56
QdQcTc8d,1,0.56
QsQhTs7h,1,0.25
QsQdTs7d,1,0.25
QsQcTs7c,1,0.25
QhQdTh7d,1,0.25
QhQcTh7c,1,0.25
QsQhTh7s,1,0.25
QdQcTd7c,1,0.25
QsQdTd7s,1,0.25
QhQdTd7h,1,0.25
QsQcTc7s,1,0.25
QhQcTc7h,1,0.25
QdQcTc7d,1,0.25
QsQhTs6h,1,0.21
QsQdTs6d,1,0.21
QsQcTs6c,1,0.21
QhQdTh6d,1,0.21
QhQcTh6c,1,0.21
QsQhTh6s,1,0.21
QdQcTd6c,1,0.21
QsQdTd6s,1,0.21
QhQdTd6h,1,0.21
QsQcTc6s,1,0.21
QhQcTc6h,1,0.21
QdQcTc6d,1,0.21
QsQhTs5h,1,0.12
QsQdTs5d,1,0.12
QsQcTs5c,1,0.12
QhQdTh5d,1,0.12
QhQcTh5c,1,0.12
QsQhTh5s,1,0.12
QdQcTd5c,1,0.12
QsQdTd5s,1,0.12
QhQdTd5h,1,0.12
QsQcTc5s,1,0.12
QhQcTc5h,1,0.12
QdQcTc5d,1,0.12
QsQhTs4h,1,0.16
QsQdTs4d,1,0.16
QsQcTs4c,1,0.16
QhQdTh4d,1,0.16
QhQcTh4c,1,0.16
QsQhTh4s,1,0.16
QdQcTd4c,1,0.16
QsQdTd4s,1,0.16
QhQdTd4h,1,0.16
QsQcTc4s,1,0.16
QhQcTc4h,1,0.16
QdQcTc4d,1,0.16
QsQhTs3h,1,0.17
QsQdTs3d,1,0.17
QsQcTs3c,1,0.17
QhQdTh3d,1,0.17
QhQcTh3c,1,0.17
QsQhTh3s,1,0.17
QdQcTd3c,1,0.17
QsQdTd3s,1,0.17
QhQdTd3h,1,0.17
QsQcTc3s,1,0.17
QhQcTc3h,1,0.17
QdQcTc3d,1,0.17
QsQhTs2h,1,0.2
QsQdTs2d,1,0.2
QsQcTs2c,1,0.2
QhQdTh2d,1,0.2
QhQcTh2c,1,0.2
QsQhTh2s,1,0.2
QdQcTd2c,1,0.2
QsQdTd2s,1,0.2
QhQdTd2h,1,0.2
QsQcTc2s,1,0.2
QhQcTc2h,1,0.2
QdQcTc2d,1,0.2
QsQhTsTd,1,0.99
QsQhTsTc,1,0.99
QsQdTsTc,1,0.99
QsQdTsTh,1,0.99
QsQcTsTh,1,0.99
QsQcTsTd,1,0.99
QhQdThTc,1,0.99
QhQdTsTh,1,0.99
QhQcThTd,1,0.99
QhQcTsTh,1,0.99
QsQhThTc,1,0.99
QsQhThTd,1,0.99
QdQcThTd,1,0.99
QdQcTsTd,1,0.99
QsQdTdTc,1,0.99
QsQdThTd,1,0.99
QhQdTdTc,1,0.99
QhQdTsTd,1,0.99
QsQcThTc,1,0.99
QsQcTdTc,1,0.99
QhQcTdTc,1,0.99
QhQcTsTc,1,0.99
QdQcTsTc,1,0.99
QdQcThTc,1,0.99
QsQhTs9d,1,0.25
QsQhTs9c,1,0.25
QsQdTs9c,1,0.25
QsQdTs9h,1,0.25
QsQcTs9h,1,0.25
QsQcTs9d,1,0.25
QhQdTh9c,1,0.25
QhQdTh9s,1,0.25
QhQcTh9d,1,0.25
QhQcTh9s,1,0.25
QsQhTh9c,1,0.25
QsQhTh9d,1,0.25
QdQcTd9h,1,0.25
QdQcTd9s,1,0.25
QsQdTd9c,1,0.25
QsQdTd9h,1,0.25
QhQdTd9c,1,0.25
QhQdTd9s,1,0.25
QsQcTc9h,1,0.25
QsQcTc9d,1,0.25
QhQcTc9d,1,0.25
QhQcTc9s,1,0.25
QdQcTc9s,1,0.25
QdQcTc9h,1,0.25
QsQhTs8d,1,0.13
QsQhTs8c,1,0.13
QsQdTs8c,1,0.13
QsQdTs8h,1,0.13
QsQcTs8h,1,0.13
QsQcTs8d,1,0.13
QhQdTh8c,1,0.13
QhQdTh8s,1,0.13
QhQcTh8d,1,0.13
QhQcTh8s,1,0.13
QsQhTh8c,1,0.13
QsQhTh8d,1,0.13
QdQcTd8h,1,0.13
QdQcTd8s,1,0.13
QsQdTd8c,1,0.13
QsQdTd8h,1,0.13
QhQdTd8c,1,0.13
QhQdTd8s,1,0.13
QsQcTc8h,1,0.13
QsQcTc8d,1,0.13
QhQcTc8d,1,0.13
QhQcTc8s,1,0.13
QdQcTc8s,1,0.13
QdQcTc8h,1,0.13
QsQh9s9h,1,1.24
QsQd9s9d,1,1.24
QsQc9s9c,1,1.24
QhQd9h9d,1,1.24
QhQc9h9c,1,1.24
QdQc9d9c,1,1.24
QsQh9s8h,1,0.53
QsQd9s8d,1,0.53
QsQc9s8c,1,0.53
QhQd9h8d,1,0.53
QhQc9h8c,1,0.53
QsQh9h8s,1,0.53
QdQc9d8c,1,0.53
QsQd9d8s,1,0.53
QhQd9d8h,1,0.53
QsQc9c8s,1,0.53
QhQc9c8h,1,0.53
QdQc9c8d,1,0.53
QsQh9s7h,1,0.23
QsQd9s7d,1,0.23
QsQc9s7c,1,0.23
QhQd9h7d,1,0.23
QhQc9h7c,1,0.23
QsQh9h7s,1,0.23
QdQc9d7c,1,0.23
QsQd9d7s,1,0.23
QhQd9d7h,1,0.23
QsQc9c7s,1,0.23
QhQc9c7h,1,0.23
QdQc9c7d,1,0.23
QsQh9s6h,1,0.17
QsQd9s6d,1,0.17
QsQc9s6c,1,0.17
QhQd9h6d,1,0.17
QhQc9h6c,1,0.17
QsQh9h6s,1,0.17
QdQc9d6c,1,0.17
QsQd9d6s,1,0.17
QhQd9d6h,1,0.17
QsQc9c6s,1,0.17
QhQc9c6h,1,0.17
QdQc9c6d,1,0.17
QsQh9s5h,1,0.01
QsQd9s5d,1,0.01
QsQc9s5c,1,0.01
QhQd9h5d,1,0.01
QhQc9h5c,1,0.01
QsQh9h5s,1,0.01
QdQc9d5c,1,0.01
QsQd9d5s,1,0.01
QhQd9d5h,1,0.01
QsQc9c5s,1,0.01
QhQc9c5h,1,0.01
QdQc9c5d,1,0.01
QsQh9s9d,1,0.7
QsQh9s9c,1,0.7
QsQd9s9c,1,0.7
QsQd9s9h,1,0.7
QsQc9s9h,1,0.7
QsQc9s9d,1,0.7
QhQd9h9c,1,0.7
QhQd9s9h,1,0.7
QhQc9h9d,1,0.7
QhQc9s9h,1,0.7
QsQh9h9c,1,0.7
QsQh9h9d,1,0.7
QdQc9h9d,1,0.7
QdQc9s9d,1,0.7
QsQd9d9c,1,0.7
QsQd9h9d,1,0.7
QhQd9d9c,1,0.7
QhQd9s9d,1,0.7
QsQc9h9c,1,0.7
QsQc9d9c,1,0.7
QhQc9d9c,1,0.7
QhQc9s9c,1,0.7
QdQc9s9c,1,0.7
QdQc9h9c,1,0.7
QsQh9s8d,1,0.06
QsQh9s8c,1,0.06
QsQd9s8c,1,0.06
QsQd9s8h,1,0.06
QsQc9s8h,1,0.06
QsQc9s8d,1,0.06
QhQd9h8c,1,0.06
QhQd9h8s,1,0.06
QhQc9h8d,1,0.06
QhQc9h8s,1,0.06
QsQh9h8c,1,0.06
QsQh9h8d,1,0.06
QdQc9d8h,1,0.06
QdQc9d8s,1,0.06
QsQd9d8c,1,0.06
QsQd9d8h,1,0.06
QhQd9d8c,1,0.06
QhQd9d8s,1,0.06
QsQc9c8h,1,0.06
QsQc9c8d,1,0.06
QhQc9c8d,1,0.06
QhQc9c8s,1,0.06
QdQc9c8s,1,0.06
QdQc9c8h,1,0.06
QsQh8s8h,1,0.95
QsQd8s8d,1,0.95
QsQc8s8c,1,0.95
QhQd8h8d,1,0.95
QhQc8h8c,1,0.95
QdQc8d8c,1,0.95
QsQh8s7h,1,0.26
QsQd8s7d,1,0.26
QsQc8s7c,1,0.26
QhQd8h7d,1,0.26
QhQc8h7c,1,0.26
QsQh8h7s,1,0.26
QdQc8d7c,1,0.26
QsQd8d7s,1,0.26
QhQd8d7h,1,0.26
QsQc8c7s,1,0.26
QhQc8c7h,1,0.26
QdQc8c7d,1,0.26
QsQh8s6h,1,0.22
QsQd8s6d,1,0.22
QsQc8s6c,1,0.22
QhQd8h6d,1,0.22
QhQc8h6c,1,0.22
QsQh8h6s,1,0.22
QdQc8d6c,1,0.22
QsQd8d6s,1,0.22
QhQd8d6h,1,0.22
QsQc8c6s,1,0.22
QhQc8c6h,1,0.22
QdQc8c6d,1,0.22
QsQh8s5h,1,0.05
QsQd8s5d,1,0.05
QsQc8s5c,1,0.05
QhQd8h5d,1,0.05
QhQc8h5c,1,0.05
QsQh8h5s,1,0.05
QdQc8d5c,1,0.05
QsQd8d5s,1,0.05
QhQd8d5h,1,0.05
QsQc8c5s,1,0.05
QhQc8c5h,1,0.05
QdQc8c5d,1,0.05
QsQh8s8d,1,0.49
QsQh8s8c,1,0.49
QsQd8s8c,1,0.49
QsQd8s8h,1,0.49
QsQc8s8h,1,0.49
QsQc8s8d,1,0.49
QhQd8h8c,1,0.49
QhQd8s8h,1,0.49
QhQc8h8d,1,0.49
QhQc8s8h,1,0.49
QsQh8h8c,1,0.49
QsQh8h8d,1,0.49
QdQc8h8d,1,0.49
QdQc8s8d,1,0.49
QsQd8d8c,1,0.49
QsQd8h8d,1,0.49
QhQd8d8c,1,0.49
QhQd8s8d,1,0.49
QsQc8h8c,1,0.49
QsQc8d8c,1,0.49
QhQc8d8c,1,0.49
QhQc8s8c,1,0.49
QdQc8s8c,1,0.49
QdQc8h8c,1,0.49
QsQh7s7h,1,0.62
QsQd7s7d,1,0.62
QsQc7s7c,1,0.62
QhQd7h7d,1,0.62
QhQc7h7c,1,0.62
QdQc7d7c,1,0.62
QsQh7s6h,1,0.22
QsQd7s6d,1,0.22
QsQc7s6c,1,0.22
QhQd7h6d,1,0.22
QhQc7h6c,1,0.22
QsQh7h6s,1,0.22
QdQc7d6c,1,0.22
QsQd7d6s,1,0.22
QhQd7d6h,1,0.22
QsQc7c6s,1,0.22
QhQc7c6h,1,0.22
QdQc7c6d,1,0.22
QsQh7s5h,1,0.08
QsQd7s5d,1,0.08
QsQc7s5c,1,0.08
QhQd7h5d,1,0.08
QhQc7h5c,1,0.08
QsQh7h5s,1,0.08
QdQc7d5c,1,0.08
QsQd7d5s,1,0.08
QhQd7d5h,1,0.08
QsQc7c5s,1,0.08
QhQc7c5h,1,0.08
QdQc7c5d,1,0.08
QsQh7s7d,1,0.23
QsQh7s7c,1,0.23
QsQd7s7c,1,0.23
QsQd7s7h,1,0.23
QsQc7s7h,1,0.23
QsQc7s7d,1,0.23
QhQd7h7c,1,0.23
QhQd7s7h,1,0.23
QhQc7h7d,1,0.23
QhQc7s7h,1,0.23
QsQh7h7c,1,0.23
QsQh7h7d,1,0.23
QdQc7h7d,1,0.23
QdQc7s7d,1,0.23
QsQd7d7c,1,0.23
QsQd7h7d,1,0.23
QhQd7d7c,1,0.23
QhQd7s7d,1,0.23
QsQc7h7c,1,0.23
QsQc7d7c,1,0.23
QhQc7d7c,1,0.23
QhQc7s7c,1,0.23
QdQc7s7c,1,0.23
QdQc7h7c,1,0.23
QsQh6s6h,1,0.65
QsQd6s6d,1,0.65
QsQc6s6c,1,0.65
QhQd6h6d,1,0.65
QhQc6h6c,1,0.65
QdQc6d6c,1,0.65
QsQh6s5h,1,0.27
QsQd6s5d,1,0.27
QsQc6s5c,1,0.27
QhQd6h5d,1,0.27
QhQc6h5c,1,0.27
QsQh6h5s,1,0.27
QdQc6d5c,1,0.27
QsQd6d5s,1,0.27
QhQd6d5h,1,0.27
QsQc6c5s,1,0.27
QhQc6c5h,1,0.27
QdQc6c5d,1,0.27
QsQh6s4h,1,0.17
QsQd6s4d,1,0.17
QsQc6s4c,1,0.17
QhQd6h4d,1,0.17
QhQc6h4c,1,0.17
QsQh6h4s,1,0.17
QdQc6d4c,1,0.17
QsQd6d4s,1,0.17
QhQd6d4h,1,0.17
QsQc6c4s,1,0.17
QhQc6c4h,1,0.17
QdQc6c4d,1,0.17
QsQh6s6d,1,0.24
QsQh6s6c,1,0.24
QsQd6s6c,1,0.24
QsQd6s6h,1,0.24
QsQc6s6h,1,0.24
QsQc6s6d,1,0.24
QhQd6h6c,1,0.24
QhQd6s6h,1,0.24
QhQc6h6d,1,0.24
QhQc6s6h,1,0.24
QsQh6h6c,1,0.24
QsQh6h6d,1,0.24
QdQc6h6d,1,0.24
QdQc6s6d,1,0.24
QsQd6d6c,1,0.24
QsQd6h6d,1,0.24
QhQd6d6c,1,0.24
QhQd6s6d,1,0.24
QsQc6h6c,1,0.24
QsQc6d6c,1,0.24
QhQc6d6c,1,0.24
