combo,weight,ev
AsAcKd9d,1,1.8
AhAdKc9c,1,1.8
AhAdKs9s,1,1.8
AhAcKd9d,1,1.8
AhAcKs9s,1,1.8
AdAcKh9h,1,1.8
AdAcKs9s,1,1.8
AsAhKd8d,1,1.81
AsAhKc8c,1,1.81
AsAdKc8c,1,1.81
AsAdKh8h,1,1.81
AsAcKh8h,1,1.81
AsAcKd8d,1,1.81
AhAdKc8c,1,1.81
AhAdKs8s,1,1.81
AhAcKd8d,1,1.81
AhAcKs8s,1,1.81
AdAcKh8h,1,1.81
AdAcKs8s,1,1.81
AsAhKd7d,1,1.82
AsAhKc7c,1,1.82
AsAdKc7c,1,1.82
AsAdKh7h,1,1.82
AsAcKh7h,1,1.82
AsAcKd7d,1,1.82
AhAdKc7c,1,1.82
AhAdKs7s,1,1.82
AhAcKd7d,1,1.82
AhAcKs7s,1,1.82
AdAcKh7h,1,1.82
AdAcKs7s,1,1.82
AsAhKd6d,1,1.81
AsAhKc6c,1,1.81
AsAdKc6c,1,1.81
AsAdKh6h,1,1.81
AsAcKh6h,1,1.81
AsAcKd6d,1,1.81
AhAdKc6c,1,1.81
AhAdKs6s,1,1.81
AhAcKd6d,1,1.81
AhAcKs6s,1,1.81
AdAcKh6h,1,1.81
AdAcKs6s,1,1.81
AsAhKd5d,1,1.97
AsAhKc5c,1,1.97
AsAdKc5c,1,1.97
AsAdKh5h,1,1.97
AsAcKh5h,1,1.97
AsAcKd5d,1,1.97
AhAdKc5c,1,1.97
AhAdKs5s,1,1.97
AhAcKd5d,1,1.97
AhAcKs5s,1,1.97
AdAcKh5h,1,1.97
AdAcKs5s,1,1.97
AsAhKd4d,1,1.92
AsAhKc4c,1,1.92
AsAdKc4c,1,1.92
AsAdKh4h,1,1.92
AsAcKh4h,1,1.92
AsAcKd4d,1,1.92
AhAdKc4c,1,1.92
AhAdKs4s,1,1.92
AhAcKd4d,1,1.92
AhAcKs4s,1,1.92
AdAcKh4h,1,1.92
AdAcKs4s,1,1.92
AsAhKd3d,1,1.85
AsAhKc3c,1,1.85
AsAdKc3c,1,1.85
AsAdKh3h,1,1.85
AsAcKh3h,1,1.85
AsAcKd3d,1,1.85
AhAdKc3c,1,1.85
AhAdKs3s,1,1.85
AhAcKd3d,1,1.85
AhAcKs3s,1,1.85
AdAcKh3h,1,1.85
AdAcKs3s,1,1.85
AsAhKd2d,1,1.75
AsAhKc2c,1,1.75
AsAdKc2c,1,1.75
AsAdKh2h,1,1.75
AsAcKh2h,1,1.75
AsAcKd2d,1,1.75
AhAdKc2c,1,1.75
AhAdKs2s,1,1.75
AhAcKd2d,1,1.75
AhAcKs2s,1,1.75
AdAcKh2h,1,1.75
AdAcKs2s,1,1.75
AsAhKdKc,1,2.27
AsAdKhKc,1,2.27
AsAcKhKd,1,2.27
AhAdKsKc,1,2.27
AhAcKsKd,1,2.27
AdAcKsKh,1,2.27
AsAhKdQc,1,1.43
AsAhKcQd,1,1.43
AsAdKcQh,1,1.43
AsAdKhQc,1,1.43
AsAcKhQd,1,1.43
AsAcKdQh,1,1.43
AhAdKcQs,1,1.43
AhAdKsQc,1,1.43
AhAcKdQs,1,1.43
AhAcKsQd,1,1.43
AdAcKhQs,1,1.43
AdAcKsQh,1,1.43
AsAhKdJc,1,1.44
AsAhKcJd,1,1.44
AsAdKcJh,1,1.44
AsAdKhJc,1,1.44
AsAcKhJd,1,1.44
AsAcKdJh,1,1.44
AhAdKcJs,1,1.44
AhAdKsJc,1,1.44
AhAcKdJs,1,1.44
AhAcKsJd,1,1.44
AdAcKhJs,1,1.44
AdAcKsJh,1,1.44
AsAhKdTc,1,1.47
AsAhKcTd,1,1.47
AsAdKcTh,1,1.47
AsAdKhTc,1,1.47
AsAcKhTd,1,1.47
AsAcKdTh,1,1.47
AhAdKcTs,1,1.47
AhAdKsTc,1,1.47
AhAcKdTs,1,1.47
AhAcKsTd,1,1.47
AdAcKhTs,1,1.47
AdAcKsTh,1,1.47
AsAhKd9c,1,1.11
AsAhKc9d,1,1.11
AsAdKc9h,1,1.11
AsAdKh9c,1,1.11
AsAcKh9d,1,1.11
AsAcKd9h,1,1.11
AhAdKc9s,1,1.11
AhAdKs9c,1,1.11
AhAcKd9s,1,1.11
AhAcKs9d,1,1.11
AdAcKh9s,1,1.11
AdAcKs9h,1,1.11
AsAhKd8c,1,1.13
AsAhKc8d,1,1.13
AsAdKc8h,1,1.13
AsAdKh8c,1,1.13
AsAcKh8d,1,1.13
AsAcKd8h,1,1.13
AhAdKc8s,1,1.13
AhAdKs8c,1,1.13
AhAcKd8s,1,1.13
AhAcKs8d,1,1.13
AdAcKh8s,1,1.13
AdAcKs8h,1,1.13
AsAhKd7c,1,1.13
AsAhKc7d,1,1.13
AsAdKc7h,1,1.13
AsAdKh7c,1,1.13
AsAcKh7d,1,1.13
AsAcKd7h,1,1.13
AhAdKc7s,1,1.13
AhAdKs7c,1,1.13
AhAcKd7s,1,1.13
AhAcKs7d,1,1.13
AdAcKh7s,1,1.13
AdAcKs7h,1,1.13
AsAhKd6c,1,1.12
AsAhKc6d,1,1.12
AsAdKc6h,1,1.12
AsAdKh6c,1,1.12
AsAcKh6d,1,1.12
AsAcKd6h,1,1.12
AhAdKc6s,1,1.12
AhAdKs6c,1,1.12
AhAcKd6s,1,1.12
AhAcKs6d,1,1.12
AdAcKh6s,1,1.12
AdAcKs6h,1,1.12
AsAhKd5c,1,1.25
AsAhKc5d,1,1.25
AsAdKc5h,1,1.25
AsAdKh5c,1,1.25
AsAcKh5d,1,1.25
AsAcKd5h,1,1.25
AhAdKc5s,1,1.25
AhAdKs5c,1,1.25
AhAcKd5s,1,1.25
AhAcKs5d,1,1.25
AdAcKh5s,1,1.25
AdAcKs5h,1,1.25
AsAhKd4c,1,1.19
AsAhKc4d,1,1.19
AsAdKc4h,1,1.19
AsAdKh4c,1,1.19
AsAcKh4d,1,1.19
AsAcKd4h,1,1.19
AhAdKc4s,1,1.19
AhAdKs4c,1,1.19
AhAcKd4s,1,1.19
AhAcKs4d,1,1.19
AdAcKh4s,1,1.19
AdAcKs4h,1,1.19
AsAhKd3c,1,1.12
AsAhKc3d,1,1.12
AsAdKc3h,1,1.12
AsAdKh3c,1,1.12
AsAcKh3d,1,1.12
AsAcKd3h,1,1.12
AhAdKc3s,1,1.12
AhAdKs3c,1,1.12
AhAcKd3s,1,1.12
AhAcKs3d,1,1.12
AdAcKh3s,1,1.12
AdAcKs3h,1,1.12
AsAhKd2c,1,1.02
AsAhKc2d,1,1.02
AsAdKc2h,1,1.02
AsAdKh2c,1,1.02
AsAcKh2d,1,1.02
AsAcKd2h,1,1.02
AhAdKc2s,1,1.02
AhAdKs2c,1,1.02
AhAcKd2s,1,1.02
AhAcKs2d,1,1.02
AdAcKh2s,1,1.02
AdAcKs2h,1,1.02
AsAhQdJs,1,2.87
AsAhQcJs,1,2.87
AsAdQcJs,1,2.87
AsAdQhJs,1,2.87
AsAcQhJs,1,2.87
AsAcQdJs,1,2.87
AhAdQcJh,1,2.87
AhAdQsJh,1,2.87
AhAcQdJh,1,2.87
AhAcQsJh,1,2.87
AsAhQcJh,1,2.87
AsAhQdJh,1,2.87
AdAcQhJd,1,2.87
AdAcQsJd,1,2.87
AsAdQcJd,1,2.87
AsAdQhJd,1,2.87
AhAdQcJd,1,2.87
AhAdQsJd,1,2.87
AsAcQhJc,1,2.87
AsAcQdJc,1,2.87
AhAcQdJc,1,2.87
AhAcQsJc,1,2.87
AdAcQsJc,1,2.87
AdAcQhJc,1,2.87
AsAhQdTs,1,2.85
AsAhQcTs,1,2.85
AsAdQcTs,1,2.85
AsAdQhTs,1,2.85
AsAcQhTs,1,2.85
AsAcQdTs,1,2.85
AhAdQcTh,1,2.85
AhAdQsTh,1,2.85
AhAcQdTh,1,2.85
AhAcQsTh,1,2.85
AsAhQcTh,1,2.85
AsAhQdTh,1,2.85
AdAcQhTd,1,2.85
AdAcQsTd,1,2.85
AsAdQcTd,1,2.85
AsAdQhTd,1,2.85
AhAdQcTd,1,2.85
AhAdQsTd,1,2.85
AsAcQhTc,1,2.85
AsAcQdTc,1,2.85
AhAcQdTc,1,2.85
AhAcQsTc,1,2.85
AdAcQsTc,1,2.85
AdAcQhTc,1,2.85
AsAhQd9s,1,2.51
AsAhQc9s,1,2.51
AsAdQc9s,1,2.51
AsAdQh9s,1,2.51
AsAcQh9s,1,2.51
AsAcQd9s,1,2.51
AhAdQc9h,1,2.51
AhAdQs9h,1,2.51
AhAcQd9h,1,2.51
AhAcQs9h,1,2.51
AsAhQc9h,1,2.51
AsAhQd9h,1,2.51
AdAcQh9d,1,2.51
AdAcQs9d,1,2.51
AsAdQc9d,1,2.51
AsAdQh9d,1,2.51
AhAdQc9d,1,2.51
AhAdQs9d,1,2.51
AsAcQh9c,1,2.51
AsAcQd9c,1,2.51
AhAcQd9c,1,2.51
AhAcQs9c,1,2.51
AdAcQs9c,1,2.51
AdAcQh9c,1,2.51
AsAhQd8s,1,2.49
AsAhQc8s,1,2.49
AsAdQc8s,1,2.49
AsAdQh8s,1,2.49
AsAcQh8s,1,2.49
AsAcQd8s,1,2.49
AhAdQc8h,1,2.49
AhAdQs8h,1,2.49
AhAcQd8h,1,2.49
AhAcQs8h,1,2.49
AsAhQc8h,1,2.49
AsAhQd8h,1,2.49
AdAcQh8d,1,2.49
AdAcQs8d,1,2.49
AsAdQc8d,1,2.49
AsAdQh8d,1,2.49
AhAdQc8d,1,2.49
AhAdQs8d,1,2.49
AsAcQh8c,1,2.49
AsAcQd8c,1,2.49
AhAcQd8c,1,2.49
AhAcQs8c,1,2.49
AdAcQs8c,1,2.49
AdAcQh8c,1,2.49
AsAhQd7s,1,2.28
AsAhQc7s,1,2.28
AsAdQc7s,1,2.28
AsAdQh7s,1,2.28
AsAcQh7s,1,2.28
AsAcQd7s,1,2.28
AhAdQc7h,1,2.28
AhAdQs7h,1,2.28
AhAcQd7h,1,2.28
AhAcQs7h,1,2.28
AsAhQc7h,1,2.28
AsAhQd7h,1,2.28
AdAcQh7d,1,2.28
AdAcQs7d,1,2.28
AsAdQc7d,1,2.28
AsAdQh7d,1,2.28
AhAdQc7d,1,2.28
AhAdQs7d,1,2.28
AsAcQh7c,1,2.28
AsAcQd7c,1,2.28
AhAcQd7c,1,2.28
AhAcQs7c,1,2.28
AdAcQs7c,1,2.28
AdAcQh7c,1,2.28
AsAhQd6s,1,2.26
AsAhQc6s,1,2.26
AsAdQc6s,1,2.26
AsAdQh6s,1,2.26
AsAcQh6s,1,2.26
AsAcQd6s,1,2.26
AhAdQc6h,1,2.26
AhAdQs6h,1,2.26
AhAcQd6h,1,2.26
AhAcQs6h,1,2.26
AsAhQc6h,1,2.26
AsAhQd6h,1,2.26
AdAcQh6d,1,2.26
AdAcQs6d,1,2.26
AsAdQc6d,1,2.26
AsAdQh6d,1,2.26
AhAdQc6d,1,2.26
AhAdQs6d,1,2.26
AsAcQh6c,1,2.26
AsAcQd6c,1,2.26
AhAcQd6c,1,2.26
AhAcQs6c,1,2.26
AdAcQs6c,1,2.26
AdAcQh6c,1,2.26
AsAhQd5s,1,2.43
AsAhQc5s,1,2.43
AsAdQc5s,1,2.43
AsAdQh5s,1,2.43
AsAcQh5s,1,2.43
AsAcQd5s,1,2.43
AhAdQc5h,1,2.43
AhAdQs5h,1,2.43
AhAcQd5h,1,2.43
AhAcQs5h,1,2.43
AsAhQc5h,1,2.43
AsAhQd5h,1,2.43
AdAcQh5d,1,2.43
AdAcQs5d,1,2.43
AsAdQc5d,1,2.43
AsAdQh5d,1,2.43
AhAdQc5d,1,2.43
AhAdQs5d,1,2.43
AsAcQh5c,1,2.43
AsAcQd5c,1,2.43
AhAcQd5c,1,2.43
AhAcQs5c,1,2.43
AdAcQs5c,1,2.43
AdAcQh5c,1,2.43
AsAhQd4s,1,2.39
AsAhQc4s,1,2.39
AsAdQc4s,1,2.39
AsAdQh4s,1,2.39
AsAcQh4s,1,2.39
AsAcQd4s,1,2.39
AhAdQc4h,1,2.39
AhAdQs4h,1,2.39
AhAcQd4h,1,2.39
AhAcQs4h,1,2.39
AsAhQc4h,1,2.39
AsAhQd4h,1,2.39
AdAcQh4d,1,2.39
AdAcQs4d,1,2.39
AsAdQc4d,1,2.39
AsAdQh4d,1,2.39
AhAdQc4d,1,2.39
AhAdQs4d,1,2.39
AsAcQh4c,1,2.39
AsAcQd4c,1,2.39
AhAcQd4c,1,2.39
AhAcQs4c,1,2.39
AdAcQs4c,1,2.39
AdAcQh4c,1,2.39
AsAhQd3s,1,2.31
AsAhQc3s,1,2.31
AsAdQc3s,1,2.31
AsAdQh3s,1,2.31
AsAcQh3s,1,2.31
AsAcQd3s,1,2.31
AhAdQc3h,1,2.31
AhAdQs3h,1,2.31
AhAcQd3h,1,2.31
AhAcQs3h,1,2.31
AsAhQc3h,1,2.31
AsAhQd3h,1,2.31
AdAcQh3d,1,2.31
AdAcQs3d,1,2.31
AsAdQc3d,1,2.31
AsAdQh3d,1,2.31
AhAdQc3d,1,2.31
AhAdQs3d,1,2.31
AsAcQh3c,1,2.31
AsAcQd3c,1,2.31
AhAcQd3c,1,2.31
AhAcQs3c,1,2.31
AdAcQs3c,1,2.31
AdAcQh3c,1,2.31
AsAhQd2s,1,2.21
AsAhQc2s,1,2.21
AsAdQc2s,1,2.21
AsAdQh2s,1,2.21
AsAcQh2s,1,2.21
AsAcQd2s,1,2.21
AhAdQc2h,1,2.21
AhAdQs2h,1,2.21
AhAcQd2h,1,2.21
AhAcQs2h,1,2.21
AsAhQc2h,1,2.21
AsAhQd2h,1,2.21
AdAcQh2d,1,2.21
AdAcQs2d,1,2.21
AsAdQc2d,1,2.21
AsAdQh2d,1,2.21
AhAdQc2d,1,2.21
AhAdQs2d,1,2.21
AsAcQh2c,1,2.21
AsAcQd2c,1,2.21
AhAcQd2c,1,2.21
AhAcQs2c,1,2.21
AdAcQs2c,1,2.21
AdAcQh2c,1,2.21
AsAhQdJd,1,2.4
AsAhQcJc,1,2.4
AsAdQcJc,1,2.4
AsAdQhJh,1,2.4
AsAcQhJh,1,2.4
AsAcQdJd,1,2.4
AhAdQcJc,1,2.4
AhAdQsJs,1,2.4
AhAcQdJd,1,2.4
AhAcQsJs,1,2.4
AdAcQhJh,1,2.4
AdAcQsJs,1,2.4
AsAhQdTd,1,2.4
AsAhQcTc,1,2.4
AsAdQcTc,1,2.4
AsAdQhTh,1,2.4
AsAcQhTh,1,2.4
AsAcQdTd,1,2.4
AhAdQcTc,1,2.4
AhAdQsTs,1,2.4
AhAcQdTd,1,2.4
AhAcQsTs,1,2.4
AdAcQhTh,1,2.4
AdAcQsTs,1,2.4
AsAhQd9d,1,2.02
AsAhQc9c,1,2.02
AsAdQc9c,1,2.02
AsAdQh9h,1,2.02
AsAcQh9h,1,2.02
AsAcQd9d,1,2.02
AhAdQc9c,1,2.02
AhAdQs9s,1,2.02
AhAcQd9d,1,2.02
AhAcQs9s,1,2.02
AdAcQh9h,1,2.02
AdAcQs9s,1,2.02
AsAhQd8d,1,2
AsAhQc8c,1,2
AsAdQc8c,1,2
AsAdQh8h,1,2
AsAcQh8h,1,2
AsAcQd8d,1,2
AhAdQc8c,1,2
AhAdQs8s,1,2
AhAcQd8d,1,2
AhAcQs8s,1,2
AdAcQh8h,1,2
AdAcQs8s,1,2
AsAhQd7d,1,1.79
AsAhQc7c,1,1.79
AsAdQc7c,1,1.79
AsAdQh7h,1,1.79
AsAcQh7h,1,1.79
AsAcQd7d,1,1.79
AhAdQc7c,1,1.79
AhAdQs7s,1,1.79
AhAcQd7d,1,1.79
AhAcQs7s,1,1.79
AdAcQh7h,1,1.79
AdAcQs7s,1,1.79
AsAhQd6d,1,1.78
AsAhQc6c,1,1.78
AsAdQc6c,1,1.78
AsAdQh6h,1,1.78
AsAcQh6h,1,1.78
AsAcQd6d,1,1.78
AhAdQc6c,1,1.78
AhAdQs6s,1,1.78
AhAcQd6d,1,1.78
AhAcQs6s,1,1.78
AdAcQh6h,1,1.78
AdAcQs6s,1,1.78
AsAhQd5d,1,1.93
AsAhQc5c,1,1.93
AsAdQc5c,1,1.93
AsAdQh5h,1,1.93
AsAcQh5h,1,1.93
AsAcQd5d,1,1.93
AhAdQc5c,1,1.93
AhAdQs5s,1,1.93
AhAcQd5d,1,1.93
AhAcQs5s,1,1.93
AdAcQh5h,1,1.93
AdAcQs5s,1,1.93
AsAhQd4d,1,1.89
AsAhQc4c,1,1.89
AsAdQc4c,1,1.89
AsAdQh4h,1,1.89
AsAcQh4h,1,1.89
AsAcQd4d,1,1.89
AhAdQc4c,1,1.89
AhAdQs4s,1,1.89
AhAcQd4d,1,1.89
AhAcQs4s,1,1.89
AdAcQh4h,1,1.89
AdAcQs4s,1,1.89
AsAhQd3d,1,1.82
AsAhQc3c,1,1.82
AsAdQc3c,1,1.82
AsAdQh3h,1,1.82
AsAcQh3h,1,1.82
AsAcQd3d,1,1.82
AhAdQc3c,1,1.82
AhAdQs3s,1,1.82
AhAcQd3d,1,1.82
AhAcQs3s,1,1.82
AdAcQh3h,1,1.82
AdAcQs3s,1,1.82
AsAhQd2d,1,1.72
AsAhQc2c,1,1.72
AsAdQc2c,1,1.72
AsAdQh2h,1,1.72
AsAcQh2h,1,1.72
AsAcQd2d,1,1.72
AhAdQc2c,1,1.72
AhAdQs2s,1,1.72
AhAcQd2d,1,1.72
AhAcQs2s,1,1.72
AdAcQh2h,1,1.72
AdAcQs2s,1,1.72
AsAhQdQc,1,2.39
AsAdQhQc,1,2.39
AsAcQhQd,1,2.39
AhAdQsQc,1,2.39
AhAcQsQd,1,2.39
AdAcQsQh,1,2.39
AsAhQdJc,1,1.79
AsAhQcJd,1,1.79
AsAdQcJh,1,1.79
AsAdQhJc,1,1.79
AsAcQhJd,1,1.79
AsAcQdJh,1,1.79
AhAdQcJs,1,1.79
AhAdQsJc,1,1.79
AhAcQdJs,1,1.79
AhAcQsJd,1,1.79
AdAcQhJs,1,1.79
AdAcQsJh,1,1.79
AsAhQdTc,1,1.78
AsAhQcTd,1,1.78
AsAdQcTh,1,1.78
AsAdQhTc,1,1.78
AsAcQhTd,1,1.78
AsAcQdTh,1,1.78
AhAdQcTs,1,1.78
AhAdQsTc,1,1.78
AhAcQdTs,1,1.78
AhAcQsTd,1,1.78
AdAcQhTs,1,1.78
AdAcQsTh,1,1.78
AsAhQd9c,1,1.43
AsAhQc9d,1,1.43
AsAdQc9h,1,1.43
AsAdQh9c,1,1.43
AsAcQh9d,1,1.43
AsAcQd9h,1,1.43
AhAdQc9s,1,1.43
AhAdQs9c,1,1.43
AhAcQd9s,1,1.43
AhAcQs9d,1,1.43
AdAcQh9s,1,1.43
AdAcQs9h,1,1.43
AsAhQd8c,1,1.42
AsAhQc8d,1,1.42
AsAdQc8h,1,1.42
AsAdQh8c,1,1.42
AsAcQh8d,1,1.42
AsAcQd8h,1,1.42
AhAdQc8s,1,1.42
AhAdQs8c,1,1.42
AhAcQd8s,1,1.42
AhAcQs8d,1,1.42
AdAcQh8s,1,1.42
AdAcQs8h,1,1.42
AsAhQd7c,1,1.22
AsAhQc7d,1,1.22
AsAdQc7h,1,1.22
AsAdQh7c,1,1.22
AsAcQh7d,1,1.22
AsAcQd7h,1,1.22
AhAdQc7s,1,1.22
AhAdQs7c,1,1.22
AhAcQd7s,1,1.22
AhAcQs7d,1,1.22
AdAcQh7s,1,1.22
AdAcQs7h,1,1.22
AsAhQd6c,1,1.2
AsAhQc6d,1,1.2
AsAdQc6h,1,1.2
AsAdQh6c,1,1.2
AsAcQh6d,1,1.2
AsAcQd6h,1,1.2
AhAdQc6s,1,1.2
AhAdQs6c,1,1.2
AhAcQd6s,1,1.2
AhAcQs6d,1,1.2
AdAcQh6s,1,1.2
AdAcQs6h,1,1.2
AsAhQd5c,1,1.34
AsAhQc5d,1,1.34
AsAdQc5h,1,1.34
AsAdQh5c,1,1.34
AsAcQh5d,1,1.34
AsAcQd5h,1,1.34
AhAdQc5s,1,1.34
AhAdQs5c,1,1.34
AhAcQd5s,1,1.34
AhAcQs5d,1,1.34
AdAcQh5s,1,1.34
AdAcQs5h,1,1.34
AsAhQd4c,1,1.28
AsAhQc4d,1,1.28
AsAdQc4h,1,1.28
AsAdQh4c,1,1.28
AsAcQh4d,1,1.28
AsAcQd4h,1,1.28
AhAdQc4s,1,1.28
AhAdQs4c,1,1.28
AhAcQd4s,1,1.28
AhAcQs4d,1,1.28
AdAcQh4s,1,1.28
AdAcQs4h,1,1.28
AsAhQd3c,1,1.19
AsAhQc3d,1,1.19
AsAdQc3h,1,1.19
AsAdQh3c,1,1.19
AsAcQh3d,1,1.19
AsAcQd3h,1,1.19
AhAdQc3s,1,1.19
AhAdQs3c,1,1.19
AhAcQd3s,1,1.19
AhAcQs3d,1,1.19
AdAcQh3s,1,1.19
AdAcQs3h,1,1.19
AsAhQd2c,1,1.09
AsAhQc2d,1,1.09
AsAdQc2h,1,1.09
AsAdQh2c,1,1.09
AsAcQh2d,1,1.09
AsAcQd2h,1,1.09
AhAdQc2s,1,1.09
AhAdQs2c,1,1.09
AhAcQd2s,1,1.09
AhAcQs2d,1,1.09
AdAcQh2s,1,1.09
AdAcQs2h,1,1.09
AsAhJdTs,1,3.16
AsAhJcTs,1,3.16
AsAdJcTs,1,3.16
AsAdJhTs,1,3.16
AsAcJhTs,1,3.16
AsAcJdTs,1,3.16
AhAdJcTh,1,3.16
AhAdJsTh,1,3.16
AhAcJdTh,1,3.16
AhAcJsTh,1,3.16
AsAhJcTh,1,3.16
AsAhJdTh,1,3.16
AdAcJhTd,1,3.16
AdAcJsTd,1,3.16
AsAdJcTd,1,3.16
AsAdJhTd,1,3.16
AhAdJcTd,1,3.16
AhAdJsTd,1,3.16
AsAcJhTc,1,3.16
AsAcJdTc,1,3.16
AhAcJdTc,1,3.16
AhAcJsTc,1,3.16
AdAcJsTc,1,3.16
AdAcJhTc,1,3.16
AsAhJd9s,1,2.81
AsAhJc9s,1,2.81
AsAdJc9s,1,2.81
AsAdJh9s,1,2.81
AsAcJh9s,1,2.81
AsAcJd9s,1,2.81
AhAdJc9h,1,2.81
AhAdJs9h,1,2.81
AhAcJd9h,1,2.81
AhAcJs9h,1,2.81
AsAhJc9h,1,2.81
AsAhJd9h,1,2.81
AdAcJh9d,1,2.81
AdAcJs9d,1,2.81
AsAdJc9d,1,2.81
AsAdJh9d,1,2.81
AhAdJc9d,1,2.81
AhAdJs9d,1,2.81
AsAcJh9c,1,2.81
AsAcJd9c,1,2.81
AhAcJd9c,1,2.81
AhAcJs9c,1,2.81
AdAcJs9c,1,2.81
AdAcJh9c,1,2.81
AsAhJd8s,1,2.77
AsAhJc8s,1,2.77
AsAdJc8s,1,2.77
AsAdJh8s,1,2.77
AsAcJh8s,1,2.77
AsAcJd8s,1,2.77
AhAdJc8h,1,2.77
AhAdJs8h,1,2.77
AhAcJd8h,1,2.77
AhAcJs8h,1,2.77
AsAhJc8h,1,2.77
AsAhJd8h,1,2.77
AdAcJh8d,1,2.77
AdAcJs8d,1,2.77
AsAdJc8d,1,2.77
AsAdJh8d,1,2.77
AhAdJc8d,1,2.77
AhAdJs8d,1,2.77
AsAcJh8c,1,2.77
AsAcJd8c,1,2.77
AhAcJd8c,1,2.77
AhAcJs8c,1,2.77
AdAcJs8c,1,2.77
AdAcJh8c,1,2.77
AsAhJd7s,1,2.58
AsAhJc7s,1,2.58
AsAdJc7s,1,2.58
AsAdJh7s,1,2.58
AsAcJh7s,1,2.58
AsAcJd7s,1,2.58
AhAdJc7h,1,2.58
AhAdJs7h,1,2.58
AhAcJd7h,1,2.58
AhAcJs7h,1,2.58
AsAhJc7h,1,2.58
AsAhJd7h,1,2.58
AdAcJh7d,1,2.58
AdAcJs7d,1,2.58
AsAdJc7d,1,2.58
AsAdJh7d,1,2.58
AhAdJc7d,1,2.58
AhAdJs7d,1,2.58
AsAcJh7c,1,2.58
AsAcJd7c,1,2.58
AhAcJd7c,1,2.58
AhAcJs7c,1,2.58
AdAcJs7c,1,2.58
AdAcJh7c,1,2.58
AsAhJd6s,1,2.31
AsAhJc6s,1,2.31
AsAdJc6s,1,2.31
AsAdJh6s,1,2.31
AsAcJh6s,1,2.31
AsAcJd6s,1,2.31
AhAdJc6h,1,2.31
AhAdJs6h,1,2.31
AhAcJd6h,1,2.31
AhAcJs6h,1,2.31
AsAhJc6h,1,2.31
AsAhJd6h,1,2.31
AdAcJh6d,1,2.31
AdAcJs6d,1,2.31
AsAdJc6d,1,2.31
AsAdJh6d,1,2.31
AhAdJc6d,1,2.31
AhAdJs6d,1,2.31
AsAcJh6c,1,2.31
AsAcJd6c,1,2.31
AhAcJd6c,1,2.31
AhAcJs6c,1,2.31
AdAcJs6c,1,2.31
AdAcJh6c,1,2.31
AsAhJd5s,1,2.47
AsAhJc5s,1,2.47
AsAdJc5s,1,2.47
AsAdJh5s,1,2.47
AsAcJh5s,1,2.47
AsAcJd5s,1,2.47
AhAdJc5h,1,2.47
AhAdJs5h,1,2.47
AhAcJd5h,1,2.47
AhAcJs5h,1,2.47
AsAhJc5h,1,2.47
AsAhJd5h,1,2.47
AdAcJh5d,1,2.47
AdAcJs5d,1,2.47
AsAdJc5d,1,2.47
AsAdJh5d,1,2.47
AhAdJc5d,1,2.47
AhAdJs5d,1,2.47
AsAcJh5c,1,2.47
AsAcJd5c,1,2.47
AhAcJd5c,1,2.47
AhAcJs5c,1,2.47
AdAcJs5c,1,2.47
AdAcJh5c,1,2.47
AsAhJd4s,1,2.43
AsAhJc4s,1,2.43
AsAdJc4s,1,2.43
AsAdJh4s,1,2.43
AsAcJh4s,1,2.43
AsAcJd4s,1,2.43
AhAdJc4h,1,2.43
AhAdJs4h,1,2.43
AhAcJd4h,1,2.43
AhAcJs4h,1,2.43
AsAhJc4h,1,2.43
AsAhJd4h,1,2.43
AdAcJh4d,1,2.43
AdAcJs4d,1,2.43
AsAdJc4d,1,2.43
AsAdJh4d,1,2.43
AhAdJc4d,1,2.43
AhAdJs4d,1,2.43
AsAcJh4c,1,2.43
AsAcJd4c,1,2.43
AhAcJd4c,1,2.43
AhAcJs4c,1,2.43
AdAcJs4c,1,2.43
AdAcJh4c,1,2.43
AsAhJd3s,1,2.35
AsAhJc3s,1,2.35
AsAdJc3s,1,2.35
AsAdJh3s,1,2.35
AsAcJh3s,1,2.35
AsAcJd3s,1,2.35
AhAdJc3h,1,2.35
AhAdJs3h,1,2.35
AhAcJd3h,1,2.35
AhAcJs3h,1,2.35
AsAhJc3h,1,2.35
AsAhJd3h,1,2.35
AdAcJh3d,1,2.35
AdAcJs3d,1,2.35
AsAdJc3d,1,2.35
AsAdJh3d,1,2.35
AhAdJc3d,1,2.35
AhAdJs3d,1,2.35
AsAcJh3c,1,2.35
AsAcJd3c,1,2.35
AhAcJd3c,1,2.35
AhAcJs3c,1,2.35
AdAcJs3c,1,2.35
AdAcJh3c,1,2.35
AsAhJd2s,1,2.25
AsAhJc2s,1,2.25
AsAdJc2s,1,2.25
AsAdJh2s,1,2.25
AsAcJh2s,1,2.25
AsAcJd2s,1,2.25
AhAdJc2h,1,2.25
AhAdJs2h,1,2.25
AhAcJd2h,1,2.25
AhAcJs2h,1,2.25
AsAhJc2h,1,2.25
AsAhJd2h,1,2.25
AdAcJh2d,1,2.25
AdAcJs2d,1,2.25
AsAdJc2d,1,2.25
AsAdJh2d,1,2.25
AhAdJc2d,1,2.25
AhAdJs2d,1,2.25
AsAcJh2c,1,2.25
AsAcJd2c,1,2.25
AhAcJd2c,1,2.25
AhAcJs2c,1,2.25
AdAcJs2c,1,2.25
AdAcJh2c,1,2.25
AsAhJdTd,1,2.65
AsAhJcTc,1,2.65
AsAdJcTc,1,2.65
